File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A3_061__1_km_monthly_NDVI_doy2024183_aid0001,_1_km_monthly_NDVI,aid0001,2024-07-01,14885.0,-0.2,1.0,"(-0.2,1.0)",0.5924236,0.1072885,0.0115108,0.6647,0.8367,0.6162,0.3584,0.542
MOD13A3_061__1_km_monthly_NDVI_doy2024214_aid0001,_1_km_monthly_NDVI,aid0001,2024-08-01,14879.0,-0.2,1.0,"(-0.2,1.0)",0.5959991,0.1100912,0.0121201,0.6712,0.8666,0.6202,0.3416,0.53935
